time	V(buffer_out)
4.218592857142878e-007	6.012384e-001
4.219235714285736e-007	6.012052e-001
4.219878571428594e-007	6.011720e-001
4.220521428571452e-007	6.011388e-001
4.221164285714310e-007	6.011058e-001
4.221807142857167e-007	6.010727e-001
4.222450000000025e-007	6.010398e-001
4.223164285714312e-007	6.010032e-001
4.223878571428598e-007	6.009668e-001
4.224592857142885e-007	6.009304e-001
4.225307142857171e-007	6.008942e-001
4.226021428571458e-007	6.008580e-001
4.226735714285744e-007	6.008219e-001
4.227450000000031e-007	6.007859e-001
4.228378571428603e-007	6.007393e-001
4.229307142857176e-007	6.006928e-001
4.230235714285748e-007	6.006466e-001
4.231164285714321e-007	6.006006e-001
4.232092857142893e-007	6.005549e-001
4.233021428571466e-007	6.005093e-001
4.233950000000038e-007	6.004640e-001
4.234264285714325e-007	6.004487e-001
4.234578571428610e-007	6.004334e-001
4.234892857142896e-007	6.004182e-001
4.235207142857183e-007	6.004030e-001
4.235521428571469e-007	6.003878e-001
4.235835714285755e-007	6.003727e-001
4.236150000000041e-007	6.003576e-001
4.236435714285755e-007	6.003439e-001
4.236721428571470e-007	6.003302e-001
4.237007142857185e-007	6.003165e-001
4.237292857142899e-007	6.003029e-001
4.237578571428614e-007	6.002892e-001
4.237864285714329e-007	6.002757e-001
4.238150000000043e-007	6.002621e-001
4.238435714285758e-007	6.002486e-001
4.238721428571473e-007	6.002351e-001
4.239007142857187e-007	6.002216e-001
4.239292857142901e-007	6.002081e-001
4.239578571428616e-007	6.001947e-001
4.239864285714331e-007	6.001813e-001
4.240150000000045e-007	6.001679e-001
4.240464285714332e-007	6.001532e-001
4.240778571428617e-007	6.001386e-001
4.241092857142903e-007	6.001240e-001
4.241407142857190e-007	6.001094e-001
4.241721428571476e-007	6.000948e-001
4.242035714285762e-007	6.000803e-001
4.242350000000048e-007	6.000659e-001
4.242678571428619e-007	6.000508e-001
4.243007142857192e-007	6.000358e-001
4.243335714285763e-007	6.000207e-001
4.243664285714335e-007	6.000058e-001
4.243992857142907e-007	5.999908e-001
4.244321428571479e-007	5.999760e-001
4.244650000000050e-007	5.999611e-001
4.244992857142908e-007	5.999457e-001
4.245335714285765e-007	5.999303e-001
4.245678571428623e-007	5.999149e-001
4.246021428571481e-007	5.998996e-001
4.246364285714338e-007	5.998844e-001
4.246707142857196e-007	5.998691e-001
4.247050000000053e-007	5.998539e-001
4.247378571428625e-007	5.998394e-001
4.247707142857197e-007	5.998250e-001
4.248035714285768e-007	5.998106e-001
4.248364285714341e-007	5.997962e-001
4.248692857142912e-007	5.997819e-001
4.249021428571484e-007	5.997676e-001
4.249350000000056e-007	5.997534e-001
4.249635714285770e-007	5.997411e-001
4.249921428571485e-007	5.997288e-001
4.250207142857200e-007	5.997165e-001
4.250492857142914e-007	5.997043e-001
4.250778571428629e-007	5.996921e-001
4.251064285714344e-007	5.996799e-001
4.251350000000058e-007	5.996678e-001
4.251578571428629e-007	5.996581e-001
4.251807142857201e-007	5.996484e-001
4.252035714285773e-007	5.996388e-001
4.252264285714345e-007	5.996292e-001
4.252492857142916e-007	5.996196e-001
4.252721428571488e-007	5.996101e-001
4.252950000000060e-007	5.996006e-001
4.253207142857203e-007	5.995898e-001
4.253464285714346e-007	5.995791e-001
4.253721428571490e-007	5.995685e-001
4.253978571428632e-007	5.995579e-001
4.254235714285775e-007	5.995473e-001
